dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
15;249;-0,0;3735;2,8562156538347013e-07;0,516720566
15;344;-0,0;5159;3,945171769245843e-07;0,716618947
15;949;-0,0;14234;1,0884972855872327e-06;1,976519688
15;1525;-0,0;22874;1,7492122320164649e-06;3,163386989
15;593;-0,0;8894;6,801387423080544e-07;1,231106372
15;835;-0,0;12524;9,577307857731138e-07;1,72816943
15;216;-0,0;3239;2,4769163327364385e-07;0,460362595
15;144;-0,0;2160;1,6517873660730803e-07;0,314608027
15;353;-0,0;5295;4,049173195998593e-07;0,733636284
15;282;-0,0;4229;3,2339855421866e-07;0,589213837
15;169;-0,0;2534;1,9377912896431415e-07;0,352675579
15;1447;-0,0;21704;1,6597404163541729e-06;3,007001534
15;769;-0,0;11535;8,821003364654159e-07;1,606458358
15;1256;-0,0;18839;1,4406491754375353e-06;2,592268942
15;350;-0,0;5249;4,013996242832222e-07;0,744385768
15;195;-0,0;2925;2,2367953915572963e-07;0,418242377
15;1243;-0,0;18645;1,4258136777978048e-06;2,568410474
15;56;-0,0;839;6,415970370996825e-08;0,117943215
15;542;-0,0;8129;6,216379397596329e-07;1,130505359
15;953;-0,0;14294;1,0930855838263245e-06;2,021834535
