dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
17;5323;-0,0;90491;2,5441157840298052e-08;15,67464275
17;3933;-0,0;66861;1,8797684348279585e-08;11,638308696
17;5171;-0,0;87907;2,4714677285775168e-08;15,229010689
17;2700;-0,0;45900;1,2904588797445941e-08;8,027436172
17;5404;-0,0;91868;2,582829550422143e-08;15,905296218
17;2526;-0,0;42942;1,2072959741610535e-08;7,452392215
17;1932;-0,0;32844;9,23395020617243e-09;5,724146464
17;3386;-0,0;57562;1,6183310247463686e-08;9,923020237
17;606;-0,0;10302;2,8963632634267555e-09;1,799056477
17;2783;-0,0;47311;1,3301285416034093e-08;8,204273893
17;10000;-1,0;170000;4,7794773323873856e-08;29,341071187
17;1737;-0,0;29529;8,301952126356888e-09;5,133568491
17;6988;-0,0;118796;3,339898759872305e-08;20,56610587
17;10000;-1,0;170000;4,7794773323873856e-08;29,336132825
17;6932;-0,0;117844;3,313133686810935e-08;20,526914134
17;949;-0,0;16133;4,5357239884356285e-09;2,814612215
17;3607;-0,0;61319;1,72395747379213e-08;10,604555504
17;10000;-1,0;170000;4,7794773323873856e-08;29,384700417
17;2141;-0,0;36397;1,0232860968641391e-08;6,349627013
17;5232;-0,0;88944;2,50062254030508e-08;15,413518969
