dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
15;607;-0,0;9093;6,953565981343759e-07;1,667213455
15;116;-0,0;1727;1,3206651764852822e-07;0,336613023
15;944;-0,0;14148;1,0819207247778676e-06;2,603500369
15;194;-0,0;2897;2,215383333108201e-07;0,548973456
15;133;-0,0;1983;1,5164325680198697e-07;0,411826227
15;564;-0,0;8447;6,459559204268199e-07;1,565384362
15;873;-0,0;13083;1,0004784310339866e-06;2,40842281
15;51;-0,0;752;5,750667126328502e-08;0,143197607
15;77;-0,0;1143;8,740708145470051e-08;0,226598282
15;74;-0,0;1097;8,388938613806338e-08;0,211574686
15;1484;-0,0;22248;1,7013409870552728e-06;4,086779636
15;883;-0,0;13233;1,0119491766317164e-06;2,478668624
15;225;-0,0;3362;2,570976446637822e-07;0,630155931
15;131;-0,0;1952;1,4927263604512281e-07;0,365269428
15;563;-0,0;8433;6,448853175043651e-07;1,574742264
15;334;-0,0;4997;3,8212877167903623e-07;0,944050546
15;359;-0,0;5372;4,1080563567336055e-07;1,009198675
15;199;-0,0;2973;2,2735017774700314e-07;0,55722491
15;222;-0,0;3317;2,536564209844633e-07;0,617137654
15;96;-0,0;1428;1,0920149809038698e-07;0,271831697
