dimension del tablero;generaciones;mejor aptitud;evaluaciones;espacio explorado (%);tiempo de ejecución (seg)
17;2412;-0,0;40990;1,1524163285562289e-08;8,917551247
17;472;-0,0;8010;2,251977260730762e-09;1,798209278
17;4212;-0,0;71589;2,012694133813415e-08;15,726234848
17;494;-0,0;8383;2,35684461631785e-09;1,88556105
17;1082;-0,0;18379;5,167177287761632e-09;4,06897349
17;545;-0,0;9251;2,600879105995041e-09;2,097252292
17;1121;-0,0;19043;5,353858049450175e-09;4,154947434
17;336;-0,0;5698;1,6019683435260776e-09;1,267602752
17;819;-0,0;13909;3,910455895069185e-09;3,040937436
17;715;-0,0;12141;3,4133902525008966e-09;2,654774131
17;1679;-0,0;28529;8,020806400922337e-09;6,268352331
17;884;-0,0;15013;4,22084077594893e-09;3,321685149
17;343;-0,0;5816;1,635143539127355e-09;1,30036995
17;904;-0,0;15354;4,316711468322112e-09;3,369016129
17;897;-0,0;15235;4,283255126995401e-09;3,307247224
17;1075;-0,0;18260;5,133720946434921e-09;3,985042834
17;353;-0,0;5987;1,6832194581766633e-09;1,326534687
17;892;-0,0;15149;4,25907659460803e-09;3,304765479
17;171;-0,0;2893;8,133545836821592e-10;0,646743476
17;424;-0,0;7194;2,0225623487761677e-09;1,584196899
